CZE,Jiri Novak,N,0.4292
CZE,Jiri Vanek,N,0.4079
CZE,Jiri Vesely,A,0.3799
FRA,Jo Wilfried Tsonga,A,0.3987
SWE,Joachim Johansson,N,0.3445
POR,Joao Cunha Silva,N,0.3858
POR,Joao Sousa,A,0.3886
BRA,Joao Souza,N,0.3577
GER,Joern Renzenbrink,N,0.354
BEL,Johan Van Herck,N,0.4081
USA,John Isner,A,0.3085
USA,John McEnroe,N,0.4179
AUS,John Millman,A,0.4231
NED,John Van Lottum,N,0.4212
SWE,Jonas Bjorkman,N,0.4045
SWE,Jonas Svensson,N,0.4312
USA,Jonathan Stark,N,0.3713
ESP,Jordi Arrese,N,0.4397
ESP,Jordi Burillo,N,0.4256
ARG,Jose Acasuso,N,0.3926
ESP,Juan Albert Viloca Puig,N,0.4043
CRC,Juan Antonio Marin,N,0.4356
ESP,Juan Balcells,N,0.3777
ESP,Juan Carlos Ferrero,N,0.4006
ARG,Juan Ignacio Chela,N,0.4285
ARG,Juan Martin Del Potro,A,0.4181
ARG,Juan Monaco,N,0.4274
ESP,Julian Alonso,N,0.4151
FRA,Julien Benneteau,A,0.39
FRA,Julien Boutter,N,0.3862
AUT,Jurgen Melzer,N,0.3995
USA,Justin Gimelstob,N,0.3759
CZE,Karel Novacek,N,0.398
RUS,Karen Khachanov,A,0.3881
MAR,Karim Alami,N,0.3844
SVK,Karol Beck,N,0.3747
SVK,Karol Kucera,N,0.4321
GER,Karsten Braasch,N,0.3569
JPN,Kei Nishikori,A,0.4091
DEN,Kenneth Carlsen,N,0.3699
FRA,Kenny De Schepper,A,0.2883
RSA,Kevin Anderson,A,0.3604
USA,Kevin Curren,N,0.3781
USA,Kevin Kim,N,0.3754
DEN,Kristian Pless,N,0.3915
BEL,Kristof Vliegen,N,0.3975
GBR,Kyle Edmund,A,0.3876
GER,Lars Burgsmuller,N,0.4016
SWE,Lars Jonsson,N,0.4195
ITA,Laurence Tieleman,N,0.3471
IND,Leander Paes,N,0.365
ARG,Leonardo Mayer,A,0.3714
FRA,Lionel Roux,N,0.4209
AUS,Lleyton Hewitt,N,0.4316
FRA,Lucas Pouille,A,0.3943
MEX,Luis Herrera,N,0.3791
PER,Luis Horna,N,0.3841
BRA,Luiz Mattar,N,0.3933
CZE,Lukas Dlouhy,N,0.4063
SVK,Lukas Lacko,A,0.3686
CZE,Lukas Rosol,A,0.367
POL,Lukasz Kubot,N,0.4033
SWE,Magnus Gustafsson,N,0.4321
SWE,Magnus Larsson,N,0.3875
SWE,Magnus Norman,N,0.411
TUN,Malek Jaziri,A,0.363
USA,Malivai Washington,N,0.4242
RUS,Marat Safin,N,0.3915
FRA,Marc Gicquel,N,0.3939
GER,Marc Kevin Goellner,N,0.3855
SUI,Marc Rosset,N,0.3758
ESP,Marcel Granollers,A,0.3998
URU,Marcelo Filippini,N,0.3928
CHI,Marcelo Rios,N,0.4218
ITA,Marco Cecchinato,A,0.3528
SUI,Marco Chiudinelli,A,0.373
ESP,Marcos Aurelio Gorriz,N,0.4048
CYP,Marcos Baghdatis,A,0.4033
BRA,Marcos Daniel,N,0.384
RSA,Marcos Ondruska,N,0.4455
USA,Mardy Fish,N,0.4038
ARG,Mariano Puerta,N,0.4155
ARG,Mariano Zabaleta,N,0.3893
CRO,Marin Cilic,A,0.391
AUS,Marinko Matosevic,N,0.3924
CRO,Mario Ancic,N,0.3975
ROU,Marius Copil,A,0.3353
BAH,Mark Knowles,N,0.4364
NED,Mark Koevermans,N,0.4
GBR,Mark Petchey,N,0.3947
AUS,Mark Philippoussis,N,0.3644
AUS,Mark Woodforde,N,0.3941
AUT,Markus Hipfl,N,0.4201
GER,Markus Zoecke,N,0.3516
TUR,Marsel Ilhan,A,0.3872
CZE,Martin Damm,N,0.3559
ARG,Martin Jaite,N,0.4099
SVK,Martin Klizan,A,0.4114
GER,Martin Sinner,N,0.383
ARG,Martin Vassallo Arguello,N,0.3916
NED,Martin Verkerk,N,0.39
HUN,Marton Fucsovics,A,0.407
SWE,Mats Wilander,N,0.4243
AUS,Matthew Ebden,A,0.3816
GER,Matthias Bachinger,A,0.3402
COL,Mauricio Hadad,N,0.3928
BLR,Max Mirnyi,N,0.3603
ARG,Maximo Gonzalez,N,0.3902
GER,Michael Berrer,N,0.3714
USA,Michael Chang,N,0.4392
USA,Michael Joyce,N,0.4239
GER,Michael Kohlmann,N,0.3788
FRA,Michael Llodra,N,0.3637
USA,Michael Russell,N,0.4016
GER,Michael Stich,N,0.4038
AUS,Michael Tebbutt,N,0.3796
POL,Michal Przysiezny,N,0.3732
CZE,Michal Tabara,N,0.4202
SUI,Michel Kratochvil,N,0.4175
NED,Michiel Schapers,N,0.3431
SWE,Mikael Tillstrom,N,0.4024
KAZ,Mikhail Kukushkin,A,0.4164
RUS,Mikhail Youzhny,A,0.4131
CAN,Milos Raonic,A,0.3621
GER,Mischa Zverev,A,0.3875
RSA,Neville Godwin,N,0.4105
AUS,Nick Kyrgios,A,0.3882
SWE,Nicklas Kulti,N,0.3824
ESP,Nicolas Almagro,A,0.389
FRA,Nicolas Devilder,N,0.3742
FRA,Nicolas Escude,N,0.4075
GER,Nicolas Kiefer,N,0.4263
ECU,Nicolas Lapentti,N,0.3921
FRA,Nicolas Mahut,A,0.3845
CHI,Nicolas Massu,N,0.4176
VEN,Nicolas Pereira,N,0.34
RUS,Nikolay Davydenko,N,0.4371
RUS,Nikoloz Basilashvili,A,0.3842
ISR,Noam Okun,N,0.3827
SRB,Novak Djokovic,A,0.4427
POR,Nuno Marques,N,0.3872
GER,Oliver Gross,N,0.4272
FRA,Olivier Delaitre,N,0.3969
FRA,Olivier Mutis,N,0.4553
FRA,Olivier Patience,N,0.365
BEL,Olivier Rochus,N,0.4153
ITA,Omar Camporese,N,0.4269
ESP,Oscar Hernandez,N,0.3734
ESP,Pablo Andujar,A,0.398
ESP,Pablo Carreno Busta,A,0.4302
URU,Pablo Cuevas,A,0.3986
ITA,Paolo Lorenzi,A,0.3807
THA,Paradorn Srichaphan,N,0.3913
GER,Patrick Baur,N,0.3626
USA,Patrick McEnroe,N,0.4161
AUS,Patrick Rafter,N,0.3997
GER,Patrik Kuhnen,N,0.4002
CHI,Paul Capdeville,N,0.4161
USA,Paul Goldstein,N,0.4262
NED,Paul Haarhuis,N,0.42
FRA,Paul Henri Mathieu,A,0.4015
ESP,Pere Riba,N,0.3991
USA,Pete Sampras,N,0.4073
GER,Peter Gojowczyk,A,0.4
AUS,Peter Luczak,N,0.361
NED,Peter Wessels,N,0.3806
CZE,Petr Korda,N,0.4136
GER,Philipp Kohlschreiber,A,0.4056
GER,Philipp Petzschner,N,0.3782
FRA,Pierre Hugues Herbert,A,0.3622
ITA,Potito Starace,N,0.3972
CZE,Radek Stepanek,N,0.4038
MDA,Radu Albot,A,0.3643
NED,Raemon Sluiter,N,0.378
ESP,Rafael Nadal,A,0.4494
GER,Rainer Schuettler,N,0.4228
USA,Rajeev Ram,N,0.356
PAR,Ramon Delgado,N,0.3856
ITA,Renzo Furlan,N,0.4197
LTU,Ricardas Berankis,A,0.3734
BRA,Ricardo Mello,N,0.3978
AUS,Richard Fromberg,N,0.3895
FRA,Richard Gasquet,A,0.4125
NED,Richard Krajicek,N,0.3943
USA,Richey Reneberg,N,0.4087
USA,Robbie Weiss,N,0.3899
USA,Robby Ginepri,N,0.3976
USA,Robert Kendrick,N,0.3272
ESP,Roberto Bautista Agut,A,0.4194
ESP,Roberto Carretero,N,0.4449
NED,Robin Haase,A,0.395
SWE,Robin Soderling,N,0.4254
FRA,Rodolphe Gilbert,N,0.373
SUI,Roger Federer,A,0.4115
BRA,Rogerio Dutra Silva,A,0.3589
USA,Ronald Agenor,N,0.4033
BEL,Ruben Bemelmans,A,0.3756
ESP,Ruben Ramirez Hidalgo,N,0.4299
USA,Ryan Harrison,A,0.3834
USA,Ryan Sweeting,N,0.4213
USA,Sam Querrey,A,0.3767
AUS,Samuel Groth,A,0.317
AUS,Sandon Stolle,N,0.3861
COL,Santiago Giraldo,A,0.3909
ESP,Santiago Ventura,N,0.4372
ARM,Sargis Sargsian,N,0.4052
AUS,Scott Draper,N,0.3785
FRA,Sebastien Grosjean,N,0.4146
CAN,Sebastien Lareau,N,0.3863
ESP,Sergi Bruguera,N,0.449
ARG,Sergio Roitman,N,0.3822
UKR,Sergiy Stakhovsky,A,0.3621
JPN,Shuzo Matsuoka,N,0.3927
GER,Simon Greul,N,0.3838
AUS,Simon Youl,N,0.3813
ITA,Simone Bolelli,A,0.3669
NED,Sjeng Schalken,N,0.4135
CZE,Slava Dosedel,N,0.4282
IND,Somdev Devvarman,N,0.4
SUI,Stan Wawrinka,A,0.3948
SWE,Stefan Edberg,N,0.4328
AUT,Stefan Koubek,N,0.4107
ITA,Stefano Pescosolido,N,0.3961
GRE,Stefanos Tsitsipas,A,0.3963
FRA,Stephane Robert,A,0.3992
FRA,Stephane Simian,N,0.3424
USA,Steve Bryan,N,0.3799
USA,Steve Campbell,N,0.4283
BEL,Steve Darcis,A,0.4003
USA,Steve Johnson,A,0.3609
JPN,Taro Daniel,A,0.391
JPN,Tatsuma Ito,N,0.3621
USA,Taylor Dent,N,0.4058
USA,Taylor Harry Fritz,A,0.3703
RUS,Teymuraz Gabashvili,A,0.3812
AUS,Thanasi Kokkinakis,A,0.375
BRA,Thiago Monteiro,A,0.4017
NED,Thiemo De Bakker,A,0.3765
FRA,Thierry Ascione,N,0.3852
FRA,Thierry Champion,N,0.4215
SWE,Thomas Enqvist,N,0.4118
SWE,Thomas Johansson,N,0.4101
AUT,Thomas Muster,N,0.4474
BRA,Thomaz Bellucci,A,0.3894
GBR,Tim Henman,N,0.4074
USA,Tim Smyczek,A,0.3793
GER,Tobias Kamke,N,0.3978
USA,Todd Martin,N,0.4013
USA,Todd Witsken,N,0.4172
AUS,Todd Woodbridge,N,0.4167
GER,Tomas Behrend,N,0.3995
CZE,Tomas Berdych,A,0.4157
ESP,Tomas Carbonell,N,0.4393
SWE,Tomas Nydahl,N,0.3836
CZE,Tomas Zib,N,0.3992
GER,Tommy Haas,N,0.4001
USA,Tommy Ho,N,0.4069
ESP,Tommy Robredo,A,0.4128
CAN,Vasek Pospisil,A,0.3618
DOM,Victor Estrella,A,0.4011
ROU,Victor Hanescu,N,0.3779
SRB,Viktor Troicki,A,0.4042
USA,Vincent Spadea,N,0.4213
BLR,Vladimir Voltchkov,N,0.3601
AUS,Wally Masur,N,0.3933
AUS,Wayne Arthurs,N,0.3008
ZIM,Wayne Black,N,0.4179
RSA,Wayne Ferreira,N,0.4028
USA,Wayne Odesnik,N,0.3866
RSA,Wesley Moodie,N,0.3296
BEL,Xavier Malisse,N,0.4117
TPE,Yen Hsun Lu,A,0.377
RUS,Yevgeny Kafelnikov,N,0.4252
MAR,Younes El Aynaoui,N,0.3729
JPN,Yuichi Sugita,A,0.3821
